174572.0 7796.0 
162895.0 9852.0 
162895.0 9852.0 
174572.0 7796.0 
163090.0 9833.0 
165185.0 8508.0 
174528.0 7800.0 
169358.0 8480.0 
165380.0 8489.0 
170550.0 7809.0 
169402.0 8476.0 
170355.0 7828.0 
165185.0 8508.0 
163090.0 9833.0 
170355.0 7828.0 
169402.0 8476.0 
165336.0 8493.0 
163046.0 9837.0 
170506.0 7813.0 
170399.0 7824.0 
162939.0 9848.0 
165229.0 8504.0 
165229.0 8504.0 
170399.0 7824.0 
162939.0 9848.0 
165336.0 8493.0 
163046.0 9837.0 
170506.0 7813.0 
170550.0 7809.0 
165380.0 8489.0 
174528.0 7800.0 
169358.0 8480.0 
174572.0 7796.0 
162895.0 9852.0 
165185.0 8508.0 
163090.0 9833.0 
170355.0 7828.0 
169402.0 8476.0 
162939.0 9848.0 
170399.0 7824.0 
165229.0 8504.0 
165336.0 8493.0 
170506.0 7813.0 
163046.0 9837.0 
165380.0 8489.0 
170550.0 7809.0 
174528.0 7800.0 
169358.0 8480.0 
162895.0 9852.0 
174572.0 7796.0 
165185.0 8508.0 
163090.0 9833.0 
170355.0 7828.0 
169402.0 8476.0 
162939.0 9848.0 
170399.0 7824.0 
165229.0 8504.0 
170506.0 7813.0 
163046.0 9837.0 
165336.0 8493.0 
170550.0 7809.0 
165380.0 8489.0 
174528.0 7800.0 
169358.0 8480.0 
174572.0 7796.0 
162895.0 9852.0 
165185.0 8508.0 
163090.0 9833.0 
170355.0 7828.0 
169402.0 8476.0 
162939.0 9848.0 
170399.0 7824.0 
165229.0 8504.0 
163046.0 9837.0 
170506.0 7813.0 
165336.0 8493.0 
165380.0 8489.0 
170550.0 7809.0 
174528.0 7800.0 
169358.0 8480.0 
162895.0 9852.0 
174572.0 7796.0 
165185.0 8508.0 
163090.0 9833.0 
170355.0 7828.0 
169402.0 8476.0 
170399.0 7824.0 
165229.0 8504.0 
162939.0 9848.0 
170506.0 7813.0 
163046.0 9837.0 
165336.0 8493.0 
170550.0 7809.0 
165380.0 8489.0 
169358.0 8480.0 
174528.0 7800.0 
174572.0 7796.0 
162895.0 9852.0 
165185.0 8508.0 
163090.0 9833.0 
